ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	TWN_CHI	Indonesian	PER	HEB
MMI-0464	탐색 옵션 설정	Route Options	Opciones de ruta	Options d’itinéraire	Opções de rota		検索オプション設定		Route avoid options		Options d'évitement d'itinéraire																					خيارات تجنب الطريق												N/A		
MMI-0465	탑 뷰 초기 모드	Top View Default Mode	Modo vista superior	Mode par défaut de la vue de dessus	Modo de visão superior	俯视默认模式	トップビュー初期モード	Top view default mode	Top view default mode	StandardmodusDraufsicht	Mode par défaut de la vue supérieure	Modalità predefinita vista dall'alto	Vista superior predeterminada	Vista superior do modo predefinido		Bovenaanzicht standaardmodus	StandardvisningSet ovenfra	Standardlägefågelvy	Toppvisning standardmodus	Tryb domyślny widoku z góry	Standardní pohled shora	Predvolený režimPohľad zhora	Вид сверху по умолчанию						Ylänäkymän oletustila	Felülnézet alapértelmezett módja	Varsayılan mod kuş bakışı	الوضع الافتراضي للعرض العلوي												Mode Default Tampak Atas	حالت پیش‌فرض نمای بالا	מצב ברירת המחדל של התצוגה העילית
MMI-0466	테마 선택	Theme Selection	Selección de temas	Sélection du thème	Seleção de tema	主题选择	テーマ選択	Select theme	Select theme	Thema auswählen	Sélectionnez un thème	Seleziona tema	Seleccionar tema	Selecionar tema		Kies thema	Vælg tema	Välj tema	Velg tema	Wybierz motyw	Výběr motivu	Vybrať tému	Выбор темы						Valitse teema	Témaválasztás	Tema seçin	اختيار الخلفية												Pilih Tema	انتخاب طرح زمینه	בחירת ערכה
MMI-0467	통합 검색	Search	Buscar	Rechercher	Pesquisar	搜索	総合検索	Search	Search	Suche	Rechercher	Ricerca	Buscar	Pesquisar		Zoeken	Søg	Sök	Søk	Wyszukiwanie	Hledat	Hľadať	Поиск						Hae	Keresés	Ara	بحث												N_/_A	جستجو	חפש
MMI-0468	통화 중 내비게이션 안내	Navigation Guidance During Calls	Guía de navegación durante llamadas	Guidage de Navigation pendant les appels	Orientação de navegação durante chamadas	通话期间进行导航引导	通話中のナビゲーション案内	Navigation during phone calls	Navigation during phone calls	Navigation bei Anrufen	Navigation pendant les appels	Navigazione durante le chiamate	Navegación durante las llamadas	Navegação durante chamadas		Navigatie tijdens telefoongesprekken	Navigation under opkald	Navigering under samtal	Navigering under samtaler	Nawigacja podczas połączeń	Hlasové pokyny navigace i při telefonování	Navigácia pri hovoroch	Навигация во время звонков						Navigointi puhelujen aikana	Navigáció hívás közben	Arama sırasında navigasyon	الملاحة أثناء إجراء المكالمات												Panduan Navigasi selama Panggilan	ناوبری هنگام تماس تلفنی	ניווט בזמן שיחות טלפון
MMI-0469	파워 테일게이트	Power Tailgate	Puerta trasera levadiza eléctrica	Hayon à commande électrique	Tampa traseira elétrica	电动尾门	パワーテールゲート	Power tailgate	Power tailgate	Elektrische Heckklappe	Hayon électrique	Portellone elettrico	Portón trasero eléctrico	Porta da bagageira elétrica		Elektrische achterklep	Eldreven bagklap	Eldriven baklucka	Elektrisk bakluke	Elektrycznie sterowana pokrywa bagażnika	Elektricky ovládané zadní výklopné dveře	Elektrické piate dvere	Моторизованная дверь багажника						Sähkötoiminen takaluukku	Motoros mozgatású csomagtérajtó	Elektrikli bagaj kapağı	باب الصندوق الآلي												Power tailgate	درب صندوق عقب برقی	דלת אחורית חשמלית
MMI-0470	파워 테일게이트 열림 높이	Power Tailgate Opening Height	Altura de apertura de la puerta trasera levadiza eléctrica	Hauteur d’ouverture du hayon à commande électrique	Altura de operação da tampa traseira elétrica	电动尾门打开高度	パワーテールゲート開口高さ	Power tailgate Opening Height	Power tailgate opening height	Öffnungshöhe der elektrischen Heckklappe	Hauteur de l'ouverture du hayon électrique	Altezza apertura portellone elettrico	Altura de apertura del portón trasero eléctrico	Altura de abertura da porta da bagageira elétrica		Openingshoogte achterklep	Eldreven bagklaps åbningshøjde	Öppningshöjd för eldriven baklucka	Åpningshøyde for elektrisk bakluke	Wysokość otwierania elektrycznie sterowanej pokrywy bagażnika	Výška otevření elektricky ovládaných zadních výklopných dveří	Výška otvárania elektrických piatych dverí	Высота открывания моторизованной двери багажника						Sähkötoimisen takaluukun avautumiskorkeus	Motoros mozgatású csomagtartó nyitási magassága	Elektrikli bagaj kapağı Açma Yüksekliği	سرارتفاع فتح باب الصندوق الآلي												Tinggi Pembukaan Power Tailgate	ارتفاع باز شدن درب صندوق عقب برقی	גובה פתיחת דלת אחורית חשמלית
MMI-0471	파워 테일게이트 열림 속도	Power Tailgate Opening Speed	Velocidad de apertura de la puerta trasera levadiza eléctrica	Vitesse d’ouverture du hayon à commande électrique	Velocidade de operação da tampa traseira elétrica	电动尾门打开速度	パワーテールゲート開口速度	Power tailgate Opening Speed	Power tailgate Opening Speed	Öffnungsgeschwindigkeit der elektrischen Heckklappe	Vitesse d'ouverture du hayon électrique	Velocità apertura portellone elettrico	Velocidad de apertura del portón trasero eléctrico	Velocidade de abertura da porta da bagageira elétrica		Openingssnelheid achterklep	Eldreven bagklaps åbningshastighed	Öppningshastighet för eldriven baklucka	Åpningshastighet for elektrisk bakluke	Szybkość otwierania elektrycznie sterowanej pokrywy bagażnika	Rychlost otevření elektricky ovládaných zadních výklopných dveří	Rýchlosť otvárania elektrických piatych dverí	Скорость открывания моторизованной двери багажника						Sähkötoimisen takaluukun avautumisnopeus	Motoros mozgatású csomagtartó nyitási sebessége	Elektrikli bagaj kapağı Açma Hızı	سرعة فتح باب الصندوق الآلي												Kecepatan Pembukaan Power Tailgate	سرعت باز شدن درب صندوق عقب برقی	מהירות פתיחת דלת אחורית חשמלית
MMI-0472	파워 트렁크	Power Trunk	Baúl asistido	Coffre électrique	Porta-malas elétrico	行李箱自动开启	パワートランク	Power trunk	Power trunk	Servo-Kofferraum	Coffre électrique	Bagagliaio elettrico	Maletero eléctrico	Bagageira automatiz.		Elektrische kofferdeksel	Elektrisk bagklap	Elektrisk baklucka	Elektrisk bakluke	Wspomagana pokrywa bagażnika	El. kufr	Elektrický batožinový priestor	Эл. привод. багаж.						Sähkötoiminen takaluukku	Önműködő csomagtartó	Hidrolik bagaj kapağı	صندوق السيارة الآلي												Power Trunk	درب صندوق عقب برقی	דלת אחורית חשמלית
MMI-0473	파워 트렁크 열림 높이	Power Trunk Opening Height	Altura de apertura del baúl asistido	Hauteur d'ouverture du coffre électrique	Altura da abertura do porta-malas elétrico	电动行李箱打开高度	パワートランクが開く高さ	Power trunk opening height	Power trunk opening height	Öffnungshöhe der motorgetriebenen Kofferraumklappe	Hauteur d'ouverture du coffre électrique	Altezza apertura bagagliaio elettrico	Altura de apertura del maletero de accionamiento eléctrico	Altura de abertura da bagageira elétrica		Elektrische openingshoogte kofferklep	Åbningshøjde for eldrevet bagagerum	Öppningshöjd för eldriven baklucka	Åpningshøyde på elektrisk bagasjerom	Wysokość otwierania elektrycznie sterowanej pokrywy bagażnika	Výška otevření poháněného víka zavazadlového prostoru	Výška otvárania elektrického kufra	Высота открывания моторизованной двери багажника						Sähkötoimisen takaluukun avautumiskorkeus	Motoros mozgatású csomagtartó nyitási magassága	Elektrikli bagaj kapağı açma yüksekliği	ارتفاع فتح باب الصندوق												Tinggi Pembukaan Power Trunk	ارتفاع باز شدن صندوق عقب برقی	גובה פתיחת דלת תא מטען חשמלית
MMI-0474	파워 트렁크 열림 속도	Power Trunk Opening Speed	Velocidad de apertura del baúl asistido	Vitesse d'ouverture du coffre électrique	Velocidade da abertura do porta-malas elétrico	电动行李箱打开速度	パワートランクが開く速度	Power trunk opening speed	Power trunk opening speed	Öffnungsgeschwindigkeit der motorgetriebenen Kofferraumklappe	Vitesse d''ouverture du coffre électrique	Velocità apertura bagagliaio elettrico	Velocidad de apertura del maletero de accionamiento eléctrico	Velocidade de abertura da bagageira elétrica		Elektrische openingssnelheid kofferklep	Åbningshastighed for eldrevet bagagerum	Öppningshastighet för eldriven baklucka	Åpningshastighet på elektrisk bagasjerom	Szybkość otwierania elektrycznie sterowanej pokrywy bagażnika	Rychlost otevření poháněného víka zavazadlového prostoru	Rýchlosť otvárania elektrického kufra	Скорость открывания моторизованной двери багажника						Sähkötoimisen takaluukun avautumisnopeus	Motoros mozgatású csomagtartó nyitási sebessége	Elektrikli bagaj kapağı açma hızı	سرعة فتح باب الصندوق												Kecepatan Pembukaan Power Trunk	سرعت باز شدن صندوق عقب برقی	מהירות פתיחת דלת תא מטען חשמלית
MMI-0475	파워트레인	Powertrain	Tren motriz	Gr. motopropulseur	Powertrain	传动系	パワートレイン	Powertrain	Powertrain	Antriebsstrang	Transmission	Trasmissione	Transmisión	Grupo motopropulsor		Aandrijflijn	Drivlinje	Drivlina	Drivverk	Układ napędowy	Pohonná jednotka	Hnacie ústrojenstvo	Силовой						Voimansiirto	Hajtáslánc	Güç aktarma sistemi	مجموعة نقل الحركة												Powertrain	شرایط دشوار	מערכת ההנעה
MMI-0476	편의	Convenience	Conveniencia	Commodités	Conveniência	便利功能	便利機能	Convenience	Convenience	Komfort	Fonctionnalités	Comfort	Conveniente	Conveniente		Comfortabel	Praktisk	Praktiska inställningar	Komfort	Udogodnienia	Komfort	Pohodlné	Функция: комфорт						Mukavuus	Kényelem	Pratik ayarlar	ملائم												Kenyamanan	راحتی	נוחות
MMI-0477	편집	Edit	Editar	Mod.	Editar	编辑	編集	Edit	Edit	Bearbeiten	Modifier	Modifica	Editar	Editar		Bewerken	Rediger	Redigera	Rediger	Edytuj	Upravit	Upraviť	Изменить						Muokkaa	Szerkesztés	Düzenle	تعديل												Edit	ویرایش	עריכה
MMI-0478	평균 연비 자동 초기화	Energy Consumption Reset	Poner a cero consumo de energía	Réinitialisation Consommation d'énergie	Colocar o consumo de energia a zero	重置能耗	平均燃費自動リセット	Reset energy consumption	Energy consumption reset	Energieverbrauch zurücksetzen	Réinitialiser la consommation d’énergie	Ripristina consumo energetico	Restablecer consumo de energía	Reiniciar consumo de energia		Energieverbruik resetten	Nulstil energiforbrug	Återställ energiförbrukningen	Tilbakestill energiforbruk	Zresetuj zużycie energii	Resetovat spotřebu elektřiny	Resetovať spotrebu energie	Сбросить расход энергии						Nollaa energiankulutus	Energiafogyasztás visszaállítása	Enerji tüketimini sıfırlayın	إعادة ضبط إستهلاك الوقود												Reset Konsumsi Energi Rata-rata	بازنشانی مصرف نیرو	איפוס צריכת האנרגיה
MMI-0479	폰 프로젝션	Phone Projection	Proyección del teléfono	Projection téléphone	Projeção do telefone	连接	プロジェクションフォン	Phone projection	Phone projection	Telefonprojektion	Projection du téléphone	Proiezione telefono	Proyección de teléfono	Projeção do telemóvel		Telefoon-projectie	Telefonprojektion	Telefonprojicering	Telefonprojeksjon	Projekcja telefonu	Projekce telefonu	Projekcia telefónu	Подключение телефона						Puhelimen heijast.	Telefonvetítés	Telefon yansıtma	عرض شاشة الهاتف												Proyeksi Ponsel	افکنش تصویر تلفن	הקרנת טלפון
MMI-0480	폴더 반복	Repeat Folder	Repetir carpeta	Répéter dossier	Repetir pasta	文件夹重复播放	フォルダーリピート	Repeat folder	Repeat folder	Ordner wiederholen	Répéter dossier	Ripeti cartella	Repetir carpeta	Repetir pasta		Map herhalen	Gentag mappe	Repetera mapp	Gjenta mappe	Powtórz folder	Opakovat složku	Zopakovať priečinok	Повторить папку						Toista kansio	Mappa ismétlése	Klasörü tekrarla	تكرار الملف												N/A	تکرار پوشه	חזור על התיקייה
MMI-0481	표시	Display	Mostrar	Afficher	Exibir				Display		Affichage																					عرض												Tampilkan Konten	نمایش	
MMI-0482	표시 없음	None	Ninguno	Aucun	Nenhum	无	表示なし	None	None	Nichts	Aucun	Nessuno	Ninguno	Nenhum		Geen	Ingen	Ingen	Ingen info	Brak	Žádný obraz	Žiadne	Нет						Ei mikään	Egyik sem	Yok	لا يوجد												Tidak Ada	هیچکدام	None (אף אחד מהם)
MMI-0483	표시 정보	Content Selection	Contenido de pantalla	Sélection contenu	Conteúdos da tela	显示信息	表示情報	Content selection	Content selection	Inhalte auswählen	Sélection contenus	Selezione contenuti	Seleccionar contenidos	Seleção de conteúdos		Inhoudselectie	Indstillinger for indhold	Välj vad som ska visas	Velg innhold	Wybór zawartości	Volba obsahu	Voľba obsahu	Отобр.данные						Valitse sisältö	Tartalomválasztás	İçerik Seçimi	اختيار المحتويات												Tampilkan Konten	انتخاب محتوا	בחירת תוכן
MMI-0484	프라이버시 모드	Privacy Mode	Modo de privacidad	Mode privé	Modo Privacidade	隐私模式	プライバシーモード	Privacy mode	Privacy mode	Privater Modus	Mode privé	Modalità Privacy	Modo privado	Modo de privacidade		Privémodus	Privatmodus	Sekretessläge	Privatmodus	Tryb prywatny	Soukromý režim	Režim súkromia	Режим "PRIVATE"						Yksityisyystila	Privát üzemmód	Gizlilik modu	وضع الخصوصية												Mode Privasi	حالت حریم خصوصی	תצורת פרטיות
MMI-0485	프로필 설정	Profile Settings	Ajustes de perfil	Réglages du profil	Ajustes do perfil	档案设置	プロファイル設定	Profile settings	Profile settings	<N/A>	Réglages du profil	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	إعدادات ملف التعريف												Setelan Profil	<N/A>	<N/A>
MMI-0486	프로필 이미지	Profile Image	Imagen del perfil	Image du profil	Imagem do perfil	档案图像	プロファイル画像	Profile image	Profile image	<N/A>	Image du profil	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	صورة ملف التعريف												Gambar Profil	<N/A>	<N/A>
MMI-0487	프리셋 삭제	Delete Presets	Eliminar memorias	Supprimer préréglages	Apagar memórias	删除预设	初期設定削除	Delete favourites	Delete favourites	Favoriten entfernen	Supprimer favoris	Elimina preferiti	Eliminar favoritos	Excluir favoritos		Favorieten verwijd.	Slet favoritter	Ta bort favoriter	Slett favoritter	Usuń Ulubione	Odstranit oblíbené	Odstrániť obľúbené	Удалить избранные						Poista suosikit	Kedvencek törlése	Favorileri sil	حذف الإعدادات المسبقة												Hapus Preset	حذف ایستگاه از پیش تنظیم	מחק את המועדפים
MMI-0488	프리셋 이동	Reorder Presets	Ordenar memorias	Arranger préréglages	Reordenar as memórias	记录仪预设	プリセット移動	Reorder favourites	Reorder favourites	Fav. neu ordnen	Réorganiser favoris	Riordina Preferiti	Reordenar favoritos	Reordenar favoritos		Fav. herschikken	Omarranger Favor.	Sortera favoriter	Ordne på nytt	Zmień układ Ulub.	Přeuspoř. oblíbené	Zoradiť obľúb. znova	Изменить Избранное						Järjestä suos. uud.	Kedv. újrarendezése	Fav. yeniden düzenle	إعادة ترتيب الإعدادات المسبقة												Urutkan Ulang Preset	تغییر ترتیب پیش‌تنظیم‌ها	סדר המועדפים מחדש
