ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Traditional, Taiwan)	Indonesian	Persian	Hebrew
MMI-0394	위젯 이미지	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images	Widget Images
MMI-0395	대기 화면	Screen Saver	Protector de pantalla	Économiseur d'écran	Protetor de tela	屏保画面	スクリーンセーバー	Screensaver	Screensaver																																					
MMI-0396	디스플레이	Display	Visualización	Affichage	Exibição	画面	画面	Display	Display	Anzeige	Affichage	Display	Pantalla	Ecrã	Display	Scherm	Skærm	Display	Visning	Ekran	Zobrazení	Zobrazenie	Дисплей	Дисплей	Zaslon	Display	Display	Οθόνη	Οθόνη	Kijelző	Ekran	العرض	डिस्‍प्‍ले	Display	Display	Display	Display	Display	Display	Display	Display	Display	Display	Layar	نمایشگر	תצוגה
MMI-0397	화면 밝기	Illumination	Illumination	Illumination	Illumination	Illumination	画面の明るさ	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination	Illumination
MMI-0398	주간/야간 밝기 자동 설정	Auto-adjust Brightness	Ajustar brillo automáticamente	Ajustement automatique de la luminosité	Ajuste automático do brilho	自动调整亮度	自動輝度調整	Automatic	Automatic	Automatisch	Automatique	Automatico	Automático	Automático	Automatic	Automatisch	Automatisk	Automatisk	Automatisk	Automatycznie	Automatické osvětlení	Automaticky	Автоматически	Автоматично	Samodejno	Automatic	Automatic	Αυτόματο	Αυτόματο	Automatikus	Otomatik	تلقائي	स्वचालित	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Otomatis	خودکار	אוטומטי
MMI-0399	수동 밝기 설정	Adjust Manually	Ajustar manualmente	Ajuster manuellement	Ajustar manualmente	手动调节	手動調整	Manual	Manual																																					
MMI-0400	클러스터 조명 밝기 연동	Link to Cluster Illumination Control	Ajustar con control de iluminación del tablero	Associer vers le contrôle de l'éclairage du tableau de bord	Vincular com o controle de iluminação do painel de insrumentos.	仪表盘亮度联动	メータ照明の明るさ連動	Link to cluster illumination	Link to cluster illumination																																					
MMI-0401	후방 모니터 유지	Extended Rear View Monitor	Prolongar vista de cámara trasera	Étendre vue caméra arr.	Prolongar visão da câmera traseira	后方影像保持	リアカメラ画面の維持	Extend rear camera use	Extend rear camera use		Garder vue caméra arrière																					مواصلة عرض الكاميرا الخلفية														
MMI-0402	후방 주차 가이드라인	Rear View Parking Lines	Líneas de estacionamiento en vista trasera	Lignes stationn. vue arr.	Linhas de estacionamento em visão traseira	后视图泊车引导线	後方駐車補助線	Rear view reference lines	Rear view reference lines																																					
MMI-0403	블루라이트	Blue Light Filter	Filtro de luz azul	Filtre de lumière bleue	Filtro de luz azul	蓝光滤波器	ブルーライトフィルタ	Blue light filter	Blue light filter	Blaufilter	Filtre lumière bleue	Filtro luce blu	Filtro de luz azul	Filtro de luz azul	Filtru de lumină albastră	Blauwlichtfilter	Blåt lysfilter	Blåljusfilter	Blått lysfilter	Filtr światła niebieskiego	Filtr modrého světla	Filter modrého svetla	Фильтр синего	Фільтр синього світла	Filter modre svetlobe	Filtar za plavo svjetlo	Филтър за синя светлина	Φίλτρο μπλε φωτός	Φίλτρο μπλε φωτός	Kékfényszűrő	Mavi ışık filtresi	فلتر الضوء الأزرق	ब्लू लाइट फ़िल्टर	নীল আলোর ফিল্টার	निळा प्रकाश फिल्टर	బ్లూ లైట్ ఫిల్టర్	நீலஒளி வடிகட்டி	બ્લ્યુ લાઇટ ફિલ્ટર	ನೀಲಿ ಬೆಳಕು ಫಿಲ್ಟರ್	ନୀଳ ଲାଇଟ୍ ଫିଲ୍ଟର୍	നീല വെളിച്ച ഫിൽറ്റർ	ਨੀਲੀ ਰੋਸ਼ਨੀ ਫ਼ਿਲਟਰ	Blue Light Filter	Filter Cahaya Biru	فیلتر نور آبی	מסנן אור כחול
MMI-0404	블루라이트 차단	Use Blue Light Filter	Usar filtro de luz azul	Filtre à lumière bleue	Usar filtro de luz azul	启用蓝光过滤器	ブルーライトフィルタ	Blue light filter	Blue light filter	Blaufilter	Filtre lumière bleue	Filtro luce blu	Filtro de luz azul	Filtro de luz azul	Filtru de lumină albastră	Blauwlichtfilter	Blåt lysfilter	Blåljusfilter	Blått lysfilter	Filtr światła niebieskiego	Filtr modrého světla	Filter modrého svetla	Фильтр синего	Фільтр синього світла	Filter modre svetlobe	Filtar za plavo svjetlo	Филтър за синя светлина	Φίλτρο μπλε φωτός	Φίλτρο μπλε φωτός	Kékfényszűrő	Mavi ışık filtresi	فلتر الضوء الأزرق	ब्लू लाइट फ़िल्टर	নীল আলোর ফিল্টার	निळा प्रकाश फिल्टर	బ్లూ లైట్ ఫిల్టర్	நீலஒளி வடிகட்டி	બ્લ્યુ લાઇટ ફિલ્ટર	ನೀಲಿ ಬೆಳಕು ಫಿಲ್ಟರ್	ନୀଳ ଲାଇଟ୍ ଫିଲ୍ଟର୍	നീല വെളിച്ച ഫിൽറ്റർ	ਨੀਲੀ ਰੋਸ਼ਨੀ ਫ਼ਿਲਟਰ	Blue Light Filter	Filter Cahaya Biru	فیلتر نور آبی	מסנן אור כחול
MMI-0405	자동 감광	Automatic	Automático	Automatique	Automático	自动模式	自動	Automatic	Automatic	Automatisch	Automatique	Automatico	Automático	Automático	Automatic	Automatisch	Automatisk	Automatisk	Automatisk	Automatycznie	Automatické osvětlení	Automaticky	Автоматически	Автоматично	Samodejno	Automatic	Automatic	Αυτόματο	Αυτόματο	Automatikus	Otomatik	تلقائي	स्वचालित	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Automatic	Otomatis	خودکار	אוטומטי
MMI-0406	사용자 설정	User-Set Time	User-Set Time	User-Set Time	User-Set Time	User-Set Time	User-Set Time	User-Set Time	Set custom colour																																					
MMI-0407	화면 색상	Adjust Video Color	Ajustes de color (video)	Ajuster couleur de vidéo	Ajustes de cor	画面调节	表示設定	Adjust video colour	Adjust video colour																																					
MMI-0408	왼쪽 N 버튼																																													
MMI-0409	오른쪽 N 버튼																																													
MMI-0410	사용자 버튼 ☆ (내비게이션)	Custom Button ☆ (Navigation)							Custom button ☆ (Navigation)		Bouton Personnalisé ☆ (Navigation)																					زر التعديل ☆ (التنقل)														
MMI-0412	MODE 버튼 (핸들)	MODE Button (Steering Wheel)																																												
MMI-0413	[∧]/[∨] 버튼 (핸들)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)	[∧]/[∨] Buttons (Steering Wheel)
MMI-0414	프리셋 채널 변경	Change preset station																																												
MMI-0415	방송 탐색/주파수 이동																																													
MMI-0416	VOL/TUNE 노브	VOL/TUNE Knob							VOL/TUNE Knob																																					
MMI-0417	위치 바꾸기	Swap	Intercambiar	Modifier	Trocar	交换	切り替え	Swap	Swap	Tauschen	Permuter	Scambia	Intercambiar	Alternar	Swap	Wisselen	Ombyt	Byt	Bytt	Zamień	Prohodit	Vymeniť	Поменять	Swap	Swap	Swap	Swap	Swap	Swap	Felcserélés	Değiştir	تبديل	स्वैप करें	Swap	Swap	Swap	Swap	Swap	Swap	Swap	Swap	Swap	Swap	Swap	تغییر وضعیت	Swap
MMI-0418	클러스터 테마 선택	Cluster Theme Selection	Seleccionar tema	Sélectionner thème	Selecionar tema	主题选择	テーマ選択	Select theme	Select theme																																					
MMI-0419	입체 효과	3D Cluster	Instrumentos 3D	Tableau de bord 3D	Painel de instrumentos 3D	3D效果	立体効果	3D effect	3D effect																																					
MMI-0420	평균연비 자동 초기화	Energy Consumption Reset	Poner a cero consumo de energía	Réinitialisation consommation d` énergie	Reiniciar consumo de energia	平均能耗复位	平均電費自動初期化	Energy consumption auto reset	Energy consumption auto reset																																					
MMI-0421	운행할 때마다	After Vehicle On	Al encender el vehículo	Au démarrage du véhicule	Ao ligar o veículo	每次启动后	走行ごと	After vehicle On	After vehicle On	Nach Fahrzeugstart	Après avoir démarré le véhicule	Dopo l`accensione	Después del arranque	Após a ignição	După pornirea autovehiculului	Na het starten	Efter tænding	Efter fordonsstart	Etter oppstart	Po włączeniu zapłonu	Po nastartování	Po naštartovaní vozidla	После зажигания	Після запуску	Po zagonu vozila	Nakon pokretanja vozila	След стартиране на автомобила	Μετά την εκκίνηση του οχήματος	Μετά την εκκίνηση του οχήματος	Járműindítás után	Motor çalıştıktan sonra	بعد تشغيل المحرك	वाहन चालू होने के बाद	গাড়ি চালু হওয়ার পরে	वाहन सुरु झाल्यानंतर	వాహనం ఆన్ అయిన తర్వాత	பிறகு வாகனத்தை இயக்கவும்	વાહન ચાલું કર્યા પછી	ವಾಹನ ಸ್ಟಾರ್ಟ್ ಆದ ನಂತರ	ଗାଡ଼ି ଅନ୍ ହେବା ପରେ	വാഹനം ഓണായ ശേഷം	ਵਾਹਨ ਦੇ ਚਾਲੂ ਹੋਣ ਤੋਂ ਬਾਅਦ	每次啟動後	Setelah Kendaraan Menyala	After Vehicle On	לאחר הנעת הרכב
