ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	PER	HEB	Ins	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi
MMI-0236	스마트 회생 제동	Smart Regeneration	Regeneración inteligente	Régénération intelligente	Regeneração inteligente	智能再生	スマート回生ブレーキ	Smart Regeneration	Smart regeneration	Intelligente Energierückgewinnung	Régénération intelligente	Rigenerazione intelligente	Regeneración inteligente	Regeneração inteligente		Slimme regeneratie	Intelligent gendannelse	Smart återvinning	Smart regenerering	Inteligentna regeneracja	Chytrá regenerace	Inteligentná regenerácia	Интеллектуальная регенерация						Älykäs energian tuottaminen	Intelligens regenerálás	Akıllı rejenerasyon	إعادة توليد الطاقة الذكية	بازسازی هوشمند	חידוש חכם		स्मार्ट रीजनरेशन									
MMI-0237	스마트폰 키	Smart Phone Key	Llave de teléfono celular	Clé du téléphone intelligent	Chave de telefone digital	智能手机密钥	スマートフォンキー	Smartphone Key	Smartphone Key	Smartphone-Schlüssel	Clé smartphone	Codice smartphone	Clave del smartphone	Chave de Smartphone		Smartphone-sleutel	Smartphone-nøgle	Smartphone-nyckel	Smarttelefonnøkkel	Kluczyk w smartfonie	Klíč ve smartphonu	Kľúč pre smartfón	Ключ-смартфон						Älypuhelinavain	Okostelefon kulcs	Akıllı Telefon Tuşu	المفتاح من الهاتف الذكي	کلید گوشی هوشمند	מפתח טלפון חכם		स्मार्टफ़ोन की									
MMI-0238	스캔	Scan	Escanear	Balayage	Escanear	浏览	スキャン	Scan	Scan	Scan	Balayage	Ricerca	Explorar	Procurar		Scannen	Scan	Sök	Skann	Szukaj	Skenovat	Vyhľadať	Сканировать						Selaa	Keresés	Tara	FM مسح	اسکن	סריקה		स्कैन करें									
MMI-0239	스티어링	Steering	Dirección	Direction	Direção	操舵	ステアリング	Steering	Steering	Lenkung	Conduite	Volante	Volante	Direção		Sturing	Styretøj	Styrning	Styring	Układ sterowania	Řízení	Riadenie	Управление						Ohjaus	Kormányzás	Direksiyon	القيادة	فرمان	היגוי		स्टीयरिंग									
MMI-0240	3열 시트 등받이 접힘	Fold 3rd Row Seat Backs	Plegado de respaldos de la 3.a fila	Dossier 3e rangée rabattable	Dobra de encostos da 3.a fila	第三排座椅靠背折叠	3列シートの背もたれを倒す	3rd Row Seat Back Folding	3rd Row Seat Back Folding	3. Sitzreihe umklappen	Replier l’arrière de la 3e rangée	Schienale sedile terza fila pieghevole	Plegado del tercer respaldo de asiento	Inclinação para trás do banco da 3ª fila		Inklappen rugleuning stoel 3de rij	Foldning af 3. række bagsæde	Fällning av 3:e raden baksätets ryggstöd	Sammenslåing av 3. seterads ryggstøtte	Składanie do tyłu siedzenia trzeciego	Sklopení zadního sedala 3. řady	Sklopenie operadla sedadla v 3. rade	Складывание спинки третьего сиденья						3. istuinrivi takana taittuu	3. sor üléstámla lehajtása	3. Sıra Koltuk Sırtlığını Katlama	طيّ ظهر المقعد الثالث	تا کردن پشتی صندلی سوم	קיפול המושב האחורי השלישי		तीसरी सीट पीछे की ओर मुड़ने वाली सीट है									
MMI-0241	스포츠	Sports	Deportes	Sports	Esportes	N/A(EU/GEN Only)	N/A(EU/GEN Only)	Sport	Sports	Sport	Sport	Sport	Deportes	Desporto		Sport	Sport	Sport	Sport	Sport	Sport	Šport	Спорт						Urheilu	Sport	Spor	الرياضة	ورزشی	ספורט		N/A(EU/GEN Only)									
MMI-0242	승하차 편의	Seating Easy Access	Asiento de fácil acceso	Siège d'accès facile	Assento de fácil acesso	座椅/方向盘	乗降車便利機能	Seating Easy Access	Seating Easy Access	Einfaches Einsteigen	Accessibilité au siège	Accesso facile al sedile	Acceso sencillo a asiento	Acesso fácil aos bancos		Toegang tot Gemakkelijk Zitten	Nem adgang til sæder	Enkel åtkomst till sittplatser	Enkel tilgang til sitteplasser	Łatwy dostęp do miejsc	Snadný přístup k sedadlům	Ľahký prístup k sedadlám	Настройка быстрого доступа						Istuinten helppokäyttöisyys	Ülés könnyű hozzáférése	Koltuk Kolay Erişimi	الوصول السهل للمقعد	صندلی/فرمان	מושב/הגה		सीट/स्टीयरिंग व्हील									
MMI-0243	시/도 경계 음성 안내	City Crossing Guidance	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)		N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)		N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)						N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)	N/A(KO Only)									
MMI-0244	시간 설정	Blue Light Filter Settings	Ajustes de filtro	Réglages du filtre	Configurações do filtro	设置时间	時間設定	Set time	Set time	Zeit einstellen	Définir heure	Imposta ora	Ajustar hora	Definir hora		Tijd instellen	Indstil klokkeslæt	Ställ in tid	Still inn klokkeslett	Ustaw czas	Nastavit čas	Nastaviť čas	Установить время						Aseta aika	Idő beállítása	Süreyi ayarla	ضبط الوقت	تنظیم زمان	הגדר שעה		समय सेट करें									
MMI-0245	시설 표시 설정	POI Display Setting	Editar PDI	Modif. point intérêt	Conf. tela/PdI	<N/A>		<N/A>	POI display	<N/A>	Affichage POI	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	عرض نقطة الاهتمام	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-0246	시설(POI) 표시	POI Display	Visualización de los PDI	Affichage du PI	Tela de PdI	<N/A>		<N/A>	POI display	<N/A>	Affichage POI	<N/A>	<N/A>	Affichage POI		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	عرض نقطة الاهتمام	عرض نقطة الاهتمام	<N/A>	<N/A>	<N/A>									
MMI-0247	시스템 블루투스 정보	Bluetooth System Info	Información del sistema de Bluetooth	Infos système Bluetooth	Informação do sistema Bluetooth	蓝牙系统信息	システムBluetooth情報	Bluetooth system info	Bluetooth system info	Bluetooth Systeminfo	Infos fonction Bluetooth	Info sistema Bluetooth	Información de Bluetooth	Infos do sistema Bluetooth		Bluetooth-systeeminfo	Bluetooth systeminfo	Bluetooth systeminfo	Bluetooth systeminfo	Informacje systemowe Bluetooth	Info o systému Bluetooth	Info o systéme Bluetooth	Системная инфор. Bluetooth						Järj. Bluetooth-tiedot	Bluetooth rendszerinfó	Bluetooth sistem bilgisi	معلومات حول نظام البلوتوث	اطلاعات بلوتوث سیستم	פרטי מערכת ה-Bluetooth		ब्लूटूथ सिस्टम जानकारी									
MMI-0248	시스템 음량	System Volumes	Volumenes del sistema	Volumes du système	Volumes do sistema	系统音量	システム音量	System volumes	System volumes	System-Lautstärke	Volumes du système	Volumi sistema	Volumen del sistema	Volumes do sistema		Systeemvolumes	Systemlydstyrke	Systemvolymer	Systemvolumer	Głośności systemowe	Hlasitost systému	Hlasitosť systému	Громкость системы						Äänenvoimakkuudet	Rendszer hangereje	Sistem Ses Düzeyleri	مستويات أصوات النظام	میزان صدای سیستم	עוצמות השמע של המערכת		सिस्टम वॉल्यूम									
MMI-0249	시스템 정보	System Info	Inf. del sistema	Information du système	Informação do sistema	系统信息	システム情報	System info	System info	Systeminfo	Informations système	Informazioni di sistema	Información del sistema	Informações do sistema		Systeeminfo	Systeminfo	Systeminfo	Systeminfo	Informacje systemowe	Informace o systému	Systém info	Системная информация						Järjestelmätiedot	Rendszerinformációk	Sistem bilgisi	معلومات النظام	اطلاعات سیستم	מידע מערכת		सिस्टम जानकारी									
MMI-0250	시작	Start	Iniciar	Commencer	Iniciar	开始	スタート	Start	Start	<N/A>	Commencer	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	بدء	<N/A>	<N/A>		<N/A>									
MMI-0251	시트	Seat	Asientos	Siège	Assentos	座椅	シート	Seat	Seat	Sitz	Siège	Sedile	Asiento	Banco		Stoel	Sæde	Säte	Sete	Fotel	Sedadlo	Sedadlo	Сиденье						Istuin	Ülés	Koltuk	المقعد	صندلی	מושב		सीट									
MMI-0252	시트 앞뒤로 이동	Seat Slide Easy Access	Asiento de fácil acceso (horizontal)	Siège accès facile (horizontale)	Assento de fácil acesso (horizontal)	方便进出座椅（向前/向后）	シートを前後に移動	Easy seat (fwd/bwd) access	Easy seat (fwd/bwd) access	Easy Seat-Einstieg (vorwärts/rückwärts)	Siège (vers l'avant/vers l'arrière) Accès facile	Accesso facile al sedile (in avanti/indietro)	Acceso sencillo al asiento (frontal/trasero)	Acesso fácil ao banco (para a frente/para trás)		Eenvoudige toegang (vooruit/achteruit) tot stoel	Nem adgang til sæde (fremad/bagud)	Enkel sätesåtkomst (fram/bak)	Tilgang til enkelt sete (fremov./bakov)	Łatwy dostęp do fotela (do tyłu/do przodu)	Snadný přístup k sedadlu (dopředu/dozadu)	Jednoduchý prístup k sedadlu (dopredu/dozadu)	Удобный доступ к сиденью (перемещение вперед/назад)						Autoon nousun avustintoiminto (istuin eteen- tai taaksepäin)	Könnyű beszállás (ülés előre/hátra)	Kolay koltuk erişimi (ileri/geri)	تسهيل الجلوس (نحو الخلف)	دسترسی آسان به صندلی (به جلو/عقب)	גישה נוחה למושב (קדימה/אחורה)		सीट पर आसान पहुंच (आगे/पीछे)									
MMI-0253	시트 열선/통풍	Seat Warmer/Ventilation	Ventilación/calefacción de asiento	Chauffage/ventilation des sièges	Aquecimento/ventilação do assento	座椅加热/通风	シートヒーター/クールシート	Seat Warmer/Ventilation	Seat warmer/ventilation	Sitzheizung/-lüftung	Chauffage siège/ventil.	Riscaldam./Ventil. sedile	Calefacc./ventilación asiento	Ventil./Aquec. do banco		Stoelverwarm/-ventilatie	sædevarme/ventilation	Sätesvärme/-ventilation	Setevarme/ventilasjon	Podgrzewanie siedzeń/wentylacja	Vyhřív./ventilace sedadel	Vyhrievanie/ventil. sed.	Подогрев/Вентиляция						Istuimen lämmitys/ilmastointi	Ülésfűtés/-szellőztetés	Koltuk ısıtma/havalandırma	تدفئة المقعد أو تهويته	تهویه/گرم‌کن صندلی	חימום/אוורור מושב		सीट वार्मर/वेंटीलेशन									
MMI-0254	시트 위아래로 이동	Seat Height Easy Access	Asiento de fácil acceso (altura)	Siège accès facile (hauteur)	Assento de fácil acesso (altura)	方便进出座椅（向上/向下）	シートを上下に移動	Easy seat (up/down) access	Easy seat (up/down) access	Easy Seat-Einstieg (nach oben/nach unten)	Accès facile du siège (haut/bas)	Facile accesso ai sedili (su/giù)	Acceso fácil acceso al asiento (subida/bajada)	Acesso fácil ao banco (para cima/para baixo)		Eenvoudige toegang (op/neer) tot stoel	Nem adgang til sæde (op/ned)	Enkel sätesåtkomst (upp/ner)	Tilgang til enkelt sete (opp/ned)	Łatwy dostęp do fotela (w górę/w dół)	Snadný přístup k sedadlu (nahoru/dolů)	Jednoduchý prístup k sedadlu (hore/dole)	Удобный доступ к сиденью (перемещение вверх/вниз)						Autoon nousun avustintoiminto (istuimen nosto/lasku)	Könnyű beszállás (ülés fel/le)	Kolay koltuk erişimi (yukarı/aşağı)	تسهيل الجلوس (نحو الأسفل)	دسترسی آسان به صندلی (به بالا/پایین)	גישה נוחה למושב (מעלה/מטה)		सीट पर आसान पहुंच (ऊपर/नीचे)									
MMI-0255	시트 위치 변경 알림	Seat Position Change Alert	Alerta de cambio de la posición del asiento	Alerte de changement de position du siège	Alerta de mudança de posição do assento	座椅位置变更提示	シート位置の変更通知	Seat position change alert	Seat position change alert	Sitzpositionsverstellungs-Meldung	Alerte de modification de la position du siège	Avviso modifica posizione sedile	Alerta de cambio de posición de asiento	Alerta de alteração da posição do banco		Waarschuwing verandering van zithouding	Advarsel om ændring af sædeposition	Meddelande om ändring av sätesläge	Varsel om endring av seteposisjon	Ostrzeżenie o zmianie pozycji siedzenia	Upozornění na změnu polohy sedadla	Upozornenie na zmenu polohy sedadla	Оповещение о смене положения сиденья						Viesti istuimen säätämisen yhteydessä	Figyelmeztetés az üléshelyzet változására	Koltuk konumu değişimi uyarısı	تنبيه بتغيّر وضع المقعد	هشدار تغییر وضعیت صندلی	התראת שינוי מצב מושב		बैठक स्थिति परिवर्तन अलर्ट									
MMI-0256	신규 추가	Add New	Agregar nuevo	Ajouter nouvel	Adicionar novo	添加	新規登録	Add new	Add new	Neu hinzufügen	Ajouter nouveau	Aggiungi nuovo	Añadir nuevo	Adicionar novo		Nieuw toevoegen	Tilføj ny	Lägg till ny	Legg til ny	Dodaj nowe	Přidat	Pridať nový	Добавить новое						Lisää uusi	Új hozzáadása	Yeni ekle	إضافة جديد	افزودن جدید	הוסף חדש		नया जोड़ें									
MMI-0257	신규 추가/편집	Add New/Edit	Agregar nuevo/Editar	Ajouter nouvel /Modifier	Adicionar novo/Editar	添加/编辑		Add new/Edit	Add new/Edit	Neu hinzufügen/Bearbeiten	Ajouter nouveau/Modifier	Aggiungi nuovo/Modifica	Añadir nuevo/Editar	Adicionar novo/Editar		Nieuw toevoegen/Bewerken	Tilføj ny/Rediger	Lägg till ny/Redigera	Legg til ny/Rediger	Dodaj nowe/Edytuj	Přidat/Upravit	Pridať nový/Upraviť	Добавить новое/Изменить						Lisää uusi/Muokkaa	Új hozzáadása/Szerkesztés	Yeni ekle/Düzenle	إضافة جديد/تحرير	افزودن جدید/ویرایش	הוסף חדש/עריכה		नया जोड़ें/संपादित करें									
MMI-0258	실내 무드 조명	Ambient Light	Luz ambiental	Lumière ambiante	Luz ambiente	氛围灯	車内ムード照明	Ambient light	Ambient light	Ambientebeleuchtung	Lumière ambiante	Luce ambiente	Luz ambiental	Luz ambiente		Omgevingslicht	Kabinebelysning	Kupébelysning	Innebelysning	Oświetlenie otoczenia	Interiérové osvětlení	Priestorové osvetlenie	Фоновая подсветка						Ambient-valaistus	Környezeti fény	Ortam aydınlatması	الإضاءة المحيطة	نور محیط	תאורת סביבה		परिवेशी प्रकाश									
MMI-0259	실내침입감지 시스템	Advanced Anti-Theft	Antirrobo avanzado	Antivol avancé	Antifurto avançado	高级防盗	車内侵入感知システム	Advanced anti-theft	Advanced anti-theft	Erw. Diebstahlsicherung	Alarme antivol avancée	Antifurto avanzato	Sistema antirrobo avanz.	Proteção antirroubo avan.		Geavanceerde antidiefstal	Avanceret anti-tyveri	Avancerat stöldskydd	Avansert tyverisikring	Zaawans. sys. antywłam.	Ochrana proti krádeži	Rozšír. zab. proti krádeži	Улучшенная противоугон.						Edistynyt varkaudenesto	Bővített lopásgátló	Gelişmiş hırsızlık önleme	حماية متقدمة من السرقة	ضد سرقت پیشرفته	מניעת גניבה מתקדמת		उन्नत एंटी-थेफ्ट									
MMI-0260	실시간 충전소 검색	Real-time Stations	Buscar emisoras	Recherche de stations	Pesquisar estações	N/A (KO, NA only)	N/A	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)		N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)						N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)	N/A (KO, NA only)		N/A (KO, NA only)									
MMI-0261	아날로그 시계	Analog Clock	Reloj analógico	Horloge analogique	Relógio analógico	模拟时钟	アナログ時計	Analogue clock	Analogue clock	Analoguhr	Horloge analogique	Orologio analogico	Reloj analógico	Relógio analógico		Analoge klok	Analog ur	Analog klocka	Analog klokke	Zegar analogowy	Analogové hodiny	Analógové hodiny	Аналоговые часы						Analoginen kello	Analóg óra	Analog saat	الساعة التناظرية	ساعت آنالوگ	שעון אנלוגי		एनालॉग घड़ी									
MMI-0262	아니오	No	No	Non	Não	否		No	No	Nein	Non	No	No	Não		Nee	Nej	Nej	Nei	Nie	Ne	Nie	Нет						Ei	Nem	Hayır	لا	خیر	לא		नहीं									
MMI-0263	아이콘 이동	Reorder Icons	Reorganizar iconos	Réorganiser icônes	Reorganizar ícones	重新排列图标	アイコン移動	Rearrange icons	Rearrange icons	Symbole neu ordnen	Réorganiser les icônes	Riordina le icone	Reorganizar los iconos	Reordenar ícones		Icons herschikken	Omarranger ikoner	Sortera om ikoner	Omplasser  ikoner	Zmień kolejność ikon	Přeuspořádat ikony	Preskupiť ikony	Упорядочить значки						Järjestä kuvakk. uud.	Ikonok újrarendezése	Simgeleri yenid. düzenle	إعادة ترتيب الرموز	تغییر ترتیب نمادها	סדר סמלים מחדש		आइकन पुनः क्रमित करना									
